Date,Name,Subclass,Price,Division,Retailer
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Κηροζίνη,Liquid fuels,1.189,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Κίνησης,Diesel,1.499,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,1.179,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,C.A.R.S PETROL STATION C.P. LTD - Αμόλυβδη 95,Petrol,1.424,TRANSPORT,PETROLINA
2024-06-28,C.A.R.S PETROL STATION C.P. LTD - Αμόλυβδη 98,Petrol,1.515,TRANSPORT,PETROLINA
2024-06-28,C.A.R.S PETROL STATION C.P. LTD - Πετρέλαιο Κίνησης,Diesel,1.499,TRANSPORT,PETROLINA
2024-06-28,C.A.R.S PETROL STATION C.P. LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.033,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,C.A.R.S PETROL STATION C.P. LTD - Κηροζίνη,Liquid fuels,1.155,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.478,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Κίνησης,Diesel,1.546,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,1.179,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,"DRAGOUMIS, LYMPOURAS & SYNERGATES LIMITED - Αμόλυβδη 95",Petrol,1.509,TRANSPORT,EKO
2024-06-28,"DRAGOUMIS, LYMPOURAS & SYNERGATES LIMITED - Αμόλυβδη 98",Petrol,1.569,TRANSPORT,EKO
2024-06-28,"DRAGOUMIS, LYMPOURAS & SYNERGATES LIMITED - Πετρέλαιο Κίνησης",Diesel,1.579,TRANSPORT,EKO
2024-06-28,"DRAGOUMIS, LYMPOURAS & SYNERGATES LIMITED - Πετρέλαιο Θέρμανσης",Liquid fuels,1.079,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,"DRAGOUMIS, LYMPOURAS & SYNERGATES LIMITED - Κηροζίνη",Liquid fuels,1.199,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,BLUEKEY TRADING LIMITED - Αμόλυβδη 95,Petrol,1.509,TRANSPORT,ESSO
2024-06-28,BLUEKEY TRADING LIMITED - Αμόλυβδη 98,Petrol,1.579,TRANSPORT,ESSO
2024-06-28,BLUEKEY TRADING LIMITED - Πετρέλαιο Κίνησης,Diesel,1.559,TRANSPORT,ESSO
2024-06-28,BLUEKEY TRADING LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.099,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,BLUEKEY TRADING LIMITED - Κηροζίνη,Liquid fuels,1.199,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,LODELIA LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,EKO
2024-06-28,LODELIA LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,EKO
2024-06-28,LODELIA LIMITED - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,EKO
2024-06-28,LODELIA LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.119,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,LODELIA LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,G. & D. CHRISTODOULOU LIMITED - Αμόλυβδη 95,Petrol,1.513,TRANSPORT,PETROLINA
2024-06-28,G. & D. CHRISTODOULOU LIMITED - Αμόλυβδη 98,Petrol,1.569,TRANSPORT,PETROLINA
2024-06-28,G. & D. CHRISTODOULOU LIMITED - Πετρέλαιο Κίνησης,Diesel,1.576,TRANSPORT,PETROLINA
2024-06-28,G. & D. CHRISTODOULOU LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.139,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,G. & D. CHRISTODOULOU LIMITED - Κηροζίνη,Liquid fuels,1.197,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.569,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,A. N. & S. EUTHYMIOU LIMITED - Αμόλυβδη 95,Petrol,1.513,TRANSPORT,ENI
2024-06-28,A. N. & S. EUTHYMIOU LIMITED - Αμόλυβδη 98,Petrol,1.589,TRANSPORT,ENI
2024-06-28,A. N. & S. EUTHYMIOU LIMITED - Πετρέλαιο Κίνησης,Diesel,1.575,TRANSPORT,ENI
2024-06-28,A. N. & S. EUTHYMIOU LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.159,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2024-06-28,A. N. & S. EUTHYMIOU LIMITED - Κηροζίνη,Liquid fuels,1.199,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.569,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Κίνησης,Diesel,1.534,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,1.179,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.569,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.569,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,POWERPULLS LIMITED - Αμόλυβδη 95,Petrol,1.479,TRANSPORT,PETROLINA
2024-06-28,POWERPULLS LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,POWERPULLS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.538,TRANSPORT,PETROLINA
2024-06-28,POWERPULLS LIMITED - Κηροζίνη,Liquid fuels,1.27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,P. & F. ZANTI LIMITED - Αμόλυβδη 95,Petrol,1.487,TRANSPORT,ESSO
2024-06-28,P. & F. ZANTI LIMITED - Αμόλυβδη 98,Petrol,1.599,TRANSPORT,ESSO
2024-06-28,P. & F. ZANTI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,ESSO
2024-06-28,P. & F. ZANTI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.139,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,P. & F. ZANTI LIMITED - Κηροζίνη,Liquid fuels,1.193,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,A. PSARAS LTD - Αμόλυβδη 95,Petrol,1.479,TRANSPORT,SHELL
2024-06-28,A. PSARAS LTD - Αμόλυβδη 98,Petrol,1.579,TRANSPORT,SHELL
2024-06-28,A. PSARAS LTD - Πετρέλαιο Κίνησης,Diesel,1.527,TRANSPORT,SHELL
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Κίνησης,Diesel,1.566,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,1.179,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Αμόλυβδη 98,Petrol,1.519,TRANSPORT,ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Πετρέλαιο Κίνησης,Diesel,1.468,TRANSPORT,ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.033,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Κηροζίνη,Liquid fuels,1.155,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2024-06-28,SIMOS KADI LIMITED - Αμόλυβδη 95,Petrol,1.457,TRANSPORT,ESSO
2024-06-28,SIMOS KADI LIMITED - Αμόλυβδη 98,Petrol,1.569,TRANSPORT,ESSO
2024-06-28,SIMOS KADI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,ESSO
2024-06-28,SIMOS KADI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.079,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,SIMOS KADI LIMITED - Κηροζίνη,Liquid fuels,1.169,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,Y2 FUEL SERVICES (CY) LTD - Αμόλυβδη 95,Petrol,1.569,TRANSPORT,EKO
2024-06-28,Y2 FUEL SERVICES (CY) LTD - Πετρέλαιο Κίνησης,Diesel,1.619,TRANSPORT,EKO
2024-06-28,PAULOS NIKOLAOU - Αμόλυβδη 95,Petrol,1.437,TRANSPORT,ESSO
2024-06-28,PAULOS NIKOLAOU - Αμόλυβδη 98,Petrol,1.579,TRANSPORT,ESSO
2024-06-28,PAULOS NIKOLAOU - Πετρέλαιο Κίνησης,Diesel,1.529,TRANSPORT,ESSO
2024-06-28,PAULOS NIKOLAOU - Πετρέλαιο Θέρμανσης,Liquid fuels,1.139,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,PAULOS NIKOLAOU - Κηροζίνη,Liquid fuels,1.193,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.569,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.193,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,SOFOKLIS SOFOKLEOUS - Αμόλυβδη 95,Petrol,1.487,TRANSPORT,SHELL
2024-06-28,SOFOKLIS SOFOKLEOUS - Αμόλυβδη 98,Petrol,1.597,TRANSPORT,SHELL
2024-06-28,SOFOKLIS SOFOKLEOUS - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,SHELL
2024-06-28,SOFOKLIS SOFOKLEOUS - Πετρέλαιο Θέρμανσης,Liquid fuels,1.099,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2024-06-28,D. KTORIDIS & YIOS LTD - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Αμόλυβδη 98,Petrol,1.519,TRANSPORT,PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Πετρέλαιο Κίνησης,Diesel,1.468,TRANSPORT,PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.033,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Κηροζίνη,Liquid fuels,1.155,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.486,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.559,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 95,Petrol,1.486,TRANSPORT,SHELL
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 98,Petrol,1.586,TRANSPORT,SHELL
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Κίνησης,Diesel,1.528,TRANSPORT,SHELL
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.097,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2024-06-28,CRS DIAKOU LTD - Αμόλυβδη 95,Petrol,1.487,TRANSPORT,EKO
2024-06-28,CRS DIAKOU LTD - Αμόλυβδη 98,Petrol,1.594,TRANSPORT,EKO
2024-06-28,CRS DIAKOU LTD - Πετρέλαιο Κίνησης,Diesel,1.519,TRANSPORT,EKO
2024-06-28,CRS DIAKOU LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.144,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,CRS DIAKOU LTD - Κηροζίνη,Liquid fuels,1.198,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,I.G. MAKRIS ENTERPRISES LTD - Αμόλυβδη 95,Petrol,1.487,TRANSPORT,ESSO
2024-06-28,I.G. MAKRIS ENTERPRISES LTD - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,ESSO
2024-06-28,I.G. MAKRIS ENTERPRISES LTD - Πετρέλαιο Κίνησης,Diesel,1.534,TRANSPORT,ESSO
2024-06-28,I.G. MAKRIS ENTERPRISES LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.129,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,I.G. MAKRIS ENTERPRISES LTD - Κηροζίνη,Liquid fuels,1.193,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 95,Petrol,1.498,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Κίνησης,Diesel,1.566,TRANSPORT,PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.08,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,PETROLINA (HOLDINGS) PUBLIC LIMITED - Κηροζίνη,Liquid fuels,1.179,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 95,Petrol,1.486,TRANSPORT,SHELL
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Αμόλυβδη 98,Petrol,1.586,TRANSPORT,SHELL
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Κίνησης,Diesel,1.528,TRANSPORT,SHELL
2024-06-28,CORAL ENERGY PRODUCTS CYPRUS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.097,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.486,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.559,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.192,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,D. KTORIDIS & YIOS LTD - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Αμόλυβδη 98,Petrol,1.519,TRANSPORT,PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Πετρέλαιο Κίνησης,Diesel,1.468,TRANSPORT,PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Πετρέλαιο Θέρμανσης,Liquid fuels,1.033,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,D. KTORIDIS & YIOS LTD - Κηροζίνη,Liquid fuels,1.155,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,SOFOKLIS SOFOKLEOUS - Αμόλυβδη 95,Petrol,1.487,TRANSPORT,SHELL
2024-06-28,SOFOKLIS SOFOKLEOUS - Αμόλυβδη 98,Petrol,1.597,TRANSPORT,SHELL
2024-06-28,SOFOKLIS SOFOKLEOUS - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,SHELL
2024-06-28,SOFOKLIS SOFOKLEOUS - Πετρέλαιο Θέρμανσης,Liquid fuels,1.099,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",SHELL
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Αμόλυβδη 98,Petrol,1.558,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.569,TRANSPORT,EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.076,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,R.A.M. OIL CYPRUS LIMITED - Κηροζίνη,Liquid fuels,1.193,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",EKO
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Αμόλυβδη 95,Petrol,1.429,TRANSPORT,ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Αμόλυβδη 98,Petrol,1.519,TRANSPORT,ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Πετρέλαιο Κίνησης,Diesel,1.468,TRANSPORT,ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.033,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2024-06-28,COSTAS SAVVIDES (PETROL STATION) LIMITED - Κηροζίνη,Liquid fuels,1.155,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ENI
2024-06-28,SIMOS KADI LIMITED - Αμόλυβδη 95,Petrol,1.457,TRANSPORT,ESSO
2024-06-28,SIMOS KADI LIMITED - Αμόλυβδη 98,Petrol,1.569,TRANSPORT,ESSO
2024-06-28,SIMOS KADI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,ESSO
2024-06-28,SIMOS KADI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.079,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,SIMOS KADI LIMITED - Κηροζίνη,Liquid fuels,1.169,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,POWERPULLS LIMITED - Αμόλυβδη 95,Petrol,1.479,TRANSPORT,PETROLINA
2024-06-28,POWERPULLS LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,PETROLINA
2024-06-28,POWERPULLS LIMITED - Πετρέλαιο Κίνησης,Diesel,1.538,TRANSPORT,PETROLINA
2024-06-28,POWERPULLS LIMITED - Κηροζίνη,Liquid fuels,1.27,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",PETROLINA
2024-06-28,P. & F. ZANTI LIMITED - Αμόλυβδη 95,Petrol,1.487,TRANSPORT,ESSO
2024-06-28,P. & F. ZANTI LIMITED - Αμόλυβδη 98,Petrol,1.599,TRANSPORT,ESSO
2024-06-28,P. & F. ZANTI LIMITED - Πετρέλαιο Κίνησης,Diesel,1.539,TRANSPORT,ESSO
2024-06-28,P. & F. ZANTI LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.139,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,P. & F. ZANTI LIMITED - Κηροζίνη,Liquid fuels,1.193,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,A. PSARAS LTD - Αμόλυβδη 95,Petrol,1.479,TRANSPORT,SHELL
2024-06-28,A. PSARAS LTD - Αμόλυβδη 98,Petrol,1.579,TRANSPORT,SHELL
2024-06-28,A. PSARAS LTD - Πετρέλαιο Κίνησης,Diesel,1.527,TRANSPORT,SHELL
2024-06-28,ANGIO TRADING LIMITED - Αμόλυβδη 95,Petrol,1.477,TRANSPORT,ESSO
2024-06-28,ANGIO TRADING LIMITED - Αμόλυβδη 98,Petrol,1.549,TRANSPORT,ESSO
2024-06-28,ANGIO TRADING LIMITED - Πετρέλαιο Κίνησης,Diesel,1.509,TRANSPORT,ESSO
2024-06-28,ANGIO TRADING LIMITED - Πετρέλαιο Θέρμανσης,Liquid fuels,1.109,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,ANGIO TRADING LIMITED - Κηροζίνη,Liquid fuels,1.169,"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",ESSO
2024-06-28,PRATIRIO VENZINIS ADAMOS CHRISTODOULOU & YIOI LIMITED - Αμόλυβδη 95,Petrol,1.477,TRANSPORT,EKO
